uid,歯科医院名,医院HPのリンク,記事地域名１,表側矯正,裏側矯正,インビザライン,キレイライン矯正,種類が不明な場合,種類①,種類①の費用,種類②,種類②の費用,種類③,種類③の費用,種類④,種類④の費用,キャッチコピー（15~30字）,見出し1（10〜30字）,文章1（100〜150字）,見出し2（10〜30字）,文章2（100〜150字）,見出し3（10〜30字）,文章3（100〜150字）,メモ,口コミ①（30~70字）,口コミ①の引用元,口コミ①の引用リンク,口コミ②（30~70字）,口コミ②の引用元,口コミ②の引用リンク,1枚目のリンク,2枚目のリンク,3枚目のリンク,4枚目のリンク,院長写真のリンク,院長名,院長紹介文,院長紹介文URL,現金,クレジットカード,デンタルローン,銀聯,電子マネー,銀行振込,最寄り駅 最寄り駅からのアクセス,駐車場の有無・駐車可能台数,午前診療時間,午後診療時間,月曜午前,月曜午後,火曜午前,火曜午後,水曜午前,水曜午後,木曜午前,木曜午後,金曜午前,金曜午後,土曜午前,土曜午後,日曜午前,日曜午後,祝日午前,祝日午後,補足の文章,PlaceID,備考,CTA,clinic_name_romaji,doctor_name_romaji,shortcode,サブディレクトリ契約中,送客契約中,KL提携
0,酒井矯正歯科,http://www.dr-sakai.net/,下北沢,"968,000",,,,,小児矯正,"418,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,下北沢駅 徒歩1分,記載なし,10:00～19:00,,●,●,●,●,●,●,ー,ー,●,●,★,★,ー,ー,ー,ー,★：10:00～18:00,ChIJeTL822vzGGARGYuUqKGASQ0,,,sakaikyouseishika,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='175']
<!-- /wp:shortcode -->",,,
0,下北沢駅前歯科クリニック,https://shimokita-dental.jp/ortho/,下北沢,"770,000",,"1,100,000",,,小児矯正,"330,000",マウスピース矯正（部分矯正）,"330,000〜440,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,下北沢駅 徒歩30秒,記載なし,10:00～13:30,15:00～20:00,●,●,●,●,●,●,●,●,●,●,●,●,●,●,★,★,★：10:00〜16:00,ChIJ05Bg7U3zGGARDHBboRl4Lro,,,shimokitazawaekimaebakaclinic,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='176']
<!-- /wp:shortcode -->",,,
1,林歯科室,http://www.hayashi-d.com/,下北沢,"704,000～","1,210,000～",,,,小児矯正,"352,000～",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,下北沢駅西口 徒歩3分,記載なし,9:30～19:30,,ー,ー,●,●,ー,ー,ー,ー,●,●,ー,ー,ー,ー,ー,ー,,ChIJHULBaGvzGGARbdJkqc3Lbew,,,hayashishikashitsu,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='177']
<!-- /wp:shortcode -->",,,
0,しもきた歯科医院,https://shimokitashika.com/,下北沢,"990,000～",,"770,000～",,,小児矯正,"385,000～",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,下北沢駅北口 徒歩3分,記載なし,10:00～12:30,14:00～18:00,●,●,●,●,ー,ー,●,●,●,●,●,●,ー,ー,ー,ー,,ChIJ1Uwl5WrzGGARy29an9Hg4MQ,,,shimokitashikaiin,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='178']
<!-- /wp:shortcode -->",,,
1,下北沢たかはし歯科・口腔外科クリニック,https://www.shimokita-os.com/,下北沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,下北沢駅 徒歩5分,記載なし,9:30～13:00,14:30～18:30,●,●,●,●,●,●,●,●,ー,ー,★,ー,ー,ー,ー,ー,★：9:30～15:30,ChIJSe20Xd7zGGARaVLb4pbCpdU,,,shimokitazawatakahashishika-koukuugekaclinic,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='179']
<!-- /wp:shortcode -->",,,
0,こいけ歯科医院,https://www.koike-dentaloffice.com/,下北沢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,下北沢駅 徒歩1分,記載なし,10:00～13:00,14:30～19:00,●,●,●,●,●,●,ー,ー,●,●,●,●,ー,ー,ー,ー,,ChIJo51KREDzGGARwHLcJh43LOs,,,koikeshikaiin,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='180']
<!-- /wp:shortcode -->",,,
1,原田歯科医院,https://haisha-yoyaku.jp/bun2sdental/detail/index/id/0932321011/,下野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan_haradashikaiin,,,haradashikaiinn-simotsuke,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='181']
<!-- /wp:shortcode -->",,,あり
,しもつけ矯正歯科,https://www.shimotsuke-ortho.com/,下野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChIJAQAAwLFaH2ARcTByrp_CbW4,,,shimotsukekyouseishika,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='182']
<!-- /wp:shortcode -->",,,
,ないき歯科クリニック,https://naiki-dc.com/,下野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChIJ73bVskRFH2ARyD0eW4GOy00,,,naikishikaclinic,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='183']
<!-- /wp:shortcode -->",,,
,ひまわり矯正歯科,https://www.himawari-kyouseishika.com/,下野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shimotsuke1,,,himawarikyouseishika-simotsuke,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='184']
<!-- /wp:shortcode -->",,,
,とまるデンタルクリニック,https://www.tomaru-dc.com/,下野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChIJax9Te4pbH2ARWFLPArEJ-MM,,,tomarudentalclinic,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='185']
<!-- /wp:shortcode -->",,,
,さいとう歯科口腔外科クリニック,https://saitodentalclinic.jp/,下野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChIJrWhXr51FH2AR4IKnrxfxsVc,,,saitoushikakkoukuugekaclinic,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='186']
<!-- /wp:shortcode -->",,,
,とみざわ歯科,http://shimotsuke-tomizawashika.cihp2.jp/,下野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shimotsuke2,,,tomizawashika-shimotsuke,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='187']
<!-- /wp:shortcode -->",,,
,バンビキッズデンタル,https://bambikidsdental.com/,下野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChIJD5N4hUNPH2ARiCRXveZzaFE,,,bambikidsdental,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='188']
<!-- /wp:shortcode -->",,,
,おがわら歯科医院,https://www.ogawara-dc.com/,下野,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChIJjUTcGFVFH2ARiwAK5QQl6GI,,,ogawarashikaiinn-shimotsuke,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='189']
<!-- /wp:shortcode -->",,,
0,HIKARIデンタルクリニック,https://hikaridentalclinic.jp/,河原町,,,"660,000～",,,小児矯正,"440,000～",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阪急京都本線京都河原町駅 徒歩30秒、京阪本線祇園四条町駅 徒歩4分,記載なし,9:00～17:00,,●,●,●,●,●※,●※,●,●,●,●,●,●,ー,ー,ー,ー,※：オンライン診療,ChIJozl2dScJAWARjvokXZ9Avas,,,hikari-dental-clinic,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='190']
<!-- /wp:shortcode -->",,,
0,かわしま歯科・矯正歯科,https://kawashima-doc.com/,河原町,"680,000",,"700,000",,,小児矯正,"350,000",部分矯正,"250,000〜",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,京阪本線出町柳駅 徒歩8分,記載なし,9:30～13:30,15:30～19:30,●,●,●,●,●,●,ー,ー,●,●,★※,☆※,ー,ー,ー,ー,★：9:30～13:00　☆：14:30～18:00　※：第2土曜日 9:30～14:30,ChIJo5v_YGgIAWARDlkdf9lRbac,,,kawashimashika-kyouseishika,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='191']
<!-- /wp:shortcode -->",,,
0,速水矯正歯科,http://www.a-smilecenter.com/,河原町,"792,000","1,320,000",,,"1,056,000",小児矯正,"528,000",ハーフリンガル,"1,056,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,京阪出町柳駅 徒歩5分、,無料駐車場あり,14:00～20:00,,●,●,ー,ー,●,●,●,●,●,●,★,☆,ー,ー,ー,ー,★：10:00～12:00　☆：14:00～18:00,ChIJqbRxC18IAWARsN9__cWZwLw,,,hayamikyouseishika,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='192']
<!-- /wp:shortcode -->",,,
0,あおい矯正歯科,https://www.yamawaki-kyousei.com/,河原町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阪急京都線烏丸駅 徒歩約1分,記載なし,14:00～20:00,,●,●,ー,ー,●,●,●,●,●,●,★,★,ー,ー,ー,ー,★：10:30～18:00,ChIJYUU4VJcIAWARnSLg44Dftzg,,,aoikyouseishika,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='193']
<!-- /wp:shortcode -->",,,
1,四谷見附矯正歯科,http://ym-dentofacial-dc.net/,河原町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,京阪三条駅 徒歩３分、東西線京都市役所前駅 徒歩５分、阪急四条河原町駅 徒歩８分,記載,10:00～13:00,14:30～18:00,●,●,●,●,●,●,ー,ー,●,●,●,●,ー,ー,ー,ー,,ChIJKQUNgYMIAWARr3geGLFCQYk,,,yotsuyamitsukekyouseishika,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='194']
<!-- /wp:shortcode -->",,,
1,河原町歯科・矯正歯科クリニック,https://kawaramachi-kyousei.com/,河原町,"797,500","1,155,000","951,500",,,部分矯正,"398,750",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阪急京都線京都河原町駅10番出口 徒歩1分,記載,10:00～13:00,14:00～20:00,●,●,●,●,●,★,●,●,●,●,●,★,ー,ー,ー,ー,★：14:00～18:00,ChIJuV_Dr5UIAWARY_bozY8l9iw,,,kawaramachishika-kyousei-shika-clinic,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='195']
<!-- /wp:shortcode -->",,,
0,スマイルアクセス矯正歯科,https://smile-access.com/,河原町,"602,800～789,800","1,229,800","822,800",,,ハーフリンガル,"1,020,800",部分矯正,"162,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地下鉄東西線京都市役所前駅 直結,無料駐車場有,10:30～12:30,15:00～20:00,●,●,●,●,●,●,●,●,●,●,●,★,ー,ー,ー,ー,★：14:00〜20:00,ChIJLS3WZJIIAWARE3I56g-it8E,,,sumairuakusesukyouseishika,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='196']
<!-- /wp:shortcode -->",,,
1,川村歯科診療所,http://y-kawamurasika.com/,河原町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阪急京都線京都河原町駅地下７番出口 直結,記載,10:00～13:00,14:00～18:00,●,●,●,●,ー,ー,●,●,●,●,●,●,ー,ー,ー,ー,,ChIJgWcto5UIAWARpJjIrkfrFvI,,,kawamurashikashinryoujo,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='197']
<!-- /wp:shortcode -->",,,
0,京都四条河原町トラスト歯科,https://ribon-shika.jp/kawaramachi/,河原町,,,"990,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,京都河原町駅 徒歩2分,記載,9:30〜13:30,15:00〜19:00,ー,ー,●,●,●,●,●,●,ー,ー,●,★,●,★,ー,ー,★：15:00～18:00,ChIJMZE5I6UJAWARUvWavay2ZpA,,,kyoutoshijoukawaramachitorasutoshikahttps:-ribon-shika-jp-kawaramachi,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='198']
<!-- /wp:shortcode -->",,,
0,常盤矯正歯科医院,https://tokiwaoc.com/,河原町,,,"767,800～822,800",,,小児矯正,"176,000～396,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,阪急京都線四条烏丸駅 徒歩5分、市営地下鉄烏丸線四条駅 徒歩6分,記載,11:00～19:00,,●,●,●,●,●※,●※,ー,ー,●,●,●,●,●,●,ー,ー,※：第2・第3水曜日は休診,ChIJI-P4dpwIAWARcIvVX4xV5TM,,,tokiwakyouseishikaiin,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='199']
<!-- /wp:shortcode -->",,,
1,三条河原町デンタルクリニック,https://www.sanjo-dental.com/,河原町,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地下鉄東西線京都市役所前駅 徒歩3分、京阪電鉄三条駅 徒歩6分,,11:00～14:00,15:00～20:00,●,●,●,●,ー,ー,●,●,●,●,★,☆,ー,ー,ー,ー,★：9:00～12:30 　☆13:30～18:00,ChIJids-X5IIAWAR55SAlP29NYU,,,sanjoukawaramachi-dental-clinic,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='200']
<!-- /wp:shortcode -->",,,
1,中西歯科,http://nakanishishika-gifu.com/,各務原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan_nakanishishika,,,,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='201']
<!-- /wp:shortcode -->",,,
,かさはら矯正歯科,https://kasahara-kyousei.com/,各務原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='202']
<!-- /wp:shortcode -->",,,
,前田矯正歯科,https://maeda-ortho.jp/,各務原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='203']
<!-- /wp:shortcode -->",,,
,桃桃歯科,https://peachery.com/,各務原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='204']
<!-- /wp:shortcode -->",,,
,ひまわり矯正・小児歯科,https://www.himawari9955.com/,各務原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='205']
<!-- /wp:shortcode -->",,,
,みどり坂総合歯科クリニック,https://www.midorizaka-dc.com/,各務原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='206']
<!-- /wp:shortcode -->",,,
,まつもとデンタルクリニック,https://www.mydc.jp/,各務原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='207']
<!-- /wp:shortcode -->",,,
,くおん歯科,https://kuon-dent.jp/,各務原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='208']
<!-- /wp:shortcode -->",,,
,いちょう通り歯科,https://www.ichodori-dc.com/,各務原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='209']
<!-- /wp:shortcode -->",,,
,わかば歯科クリニック,https://www.wakaba-shika.com/,各務原,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='210']
<!-- /wp:shortcode -->",,,
1,蒲田ハピネス矯正歯科,https://www.happiness-ortho.com/,蒲田,"715,000","1,210,000","440,000～990,000",,,小児矯正,"110,000～330,000",部分矯正,"220,000～",クリアブラケット,"825,000",ハーフリンガル,"990,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR京浜東北・根岸線 蒲田駅東口 徒歩3分、京急線 蒲田駅 徒歩9分,,11:00～14:30,16:00～20:00,●,●,ー,ー,●,●,●,●,ー,ー,★,☆,★※,▲※,ー,ー,★：10:00～13:30　☆：14:30～19:00,ChIJR0hTNophGGAReaQmNwXNqAA,,,kamatahapinesukyouseishika-895,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='211']
<!-- /wp:shortcode -->",,,
1,蒲田あさみ矯正歯科,https://www.kamata-kyousei.com/,蒲田,"770,000～880,000","1,430,000","440,000～990,000",,,小児矯正,"330,000",ハーフリンガル,"1,210,000",部分矯正,"165,000～440,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蒲田駅 徒歩3分,記載,10:00～13:30,15:00～18:30,ー,ー,●,●,●,★,ー,ー,●,●,☆※,▲※,☆※,▲※,ー,ー,★：15:00～19:00　☆9:30～13:00　▲：14:00～17:00　※土（第2、第4）、日（第1、第3、第5）は休診,ChIJuWlSi6JhGGAR9o8yVUy3MCw,,,kamataasamikyouseishika-896,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='212']
<!-- /wp:shortcode -->",,,
1,ささき矯正歯科,https://www.sasaki-kyousei.com/,蒲田,"770,000～880,000","1,155,000","660,000～880,000",,,小児矯正,"264,000〜330,000",ハーフリンガル,"1,045,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR京浜東北線蒲田駅東口 徒歩１分,有料駐車場有,10:30～13:30,15:00〜19:00,●,●,ー,★,●,●,●,●,ー,ー,☆※,▲※,☆※,△※,ー,ー,★：15:00～20:00　☆：9:30～13:30　▲：15:00～19:00　△：15:00～17:00　※第１、第２、第３土曜日・第１、第３日曜日のみ診療,ChIJ39MDSxFhGGARSpZRlJmXn5A,,,sasakikyouseishika-897,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='213']
<!-- /wp:shortcode -->",,,
1,みなみ歯科・矯正歯科,http://www.dental-minami.com/,蒲田,"715,000～825,000","1,320,000","660,000～1,100,000",,,小児矯正,"77,000～330,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,京急蒲田駅西口 徒歩3分、JR蒲田東口 徒歩3分,記載,10:00～13:00,14:30～19:00,●,●,ー,ー,●,●,●,●,●,●,●,●,ー,ー,ー,ー,,ChIJKcGVO1pgGGARbE4FCvhaxyo,,,minamishika-kyouseishika-898,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='214']
<!-- /wp:shortcode -->",,,
0,蒲田駅前歯科・矯正歯科,https://kamata-dental.jp/,蒲田,"770,000","825,000",,,,小児矯正,"385,000",部分矯正,"220,000～",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR蒲田駅東口駅 徒歩1分、京急蒲田駅 徒歩9分,記載,9:00〜13:00,14:30〜19:00,●,●,●,●,●,●,●,●,●,●,●,★,ー,ー,ー,ー,★：14:30〜18:00,ChIJzf2Lh5JhGGAR35sC5fQeHEI,,,kamataekimaebaka-kyouseishika,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='215']
<!-- /wp:shortcode -->",,,
1,はらだ歯科クリニック,https://www.harada-shika.jp/smp/correct/,蒲田,"605,000〜","1,210,000～","770,000〜1,100,000",,,小児矯正,"55,000～330,000",部分矯正,"55,000～330,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蒲田駅 徒歩6分,記載,10:00〜13:00,14:00〜19:00,●,●,●,●,●,●,●,●,●,●,●,★,●,★,●,★,★：14:00〜18:00,ChIJHdmhWFdgGGARrLpBEoWU9qo,,,harada-shika-clinic,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='216']
<!-- /wp:shortcode -->",,,
1,島田歯科医院,https://www.shimada-dental.com/,蒲田,"825,000",,,,,小児矯正,"660,000～880,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JR蒲田駅西口 徒歩4分,記載,10:00〜12:30,14:00〜19:00,●,●,●,●,ー,ー,●,●,●,●,★,☆,ー,ー,ー,ー,★：9:30～13:00　☆：14:00～17:00,ChIJX2V1JkNgGGARR8KWu54MMbo,,,shimadashikaiin,,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='217']
<!-- /wp:shortcode -->",,,
1,メディケア歯科クリニック 茅ヶ崎,https://www.medicare-dental.com/,茅ヶ崎,,,"528,000～",23.1〜41.8万円,,小児矯正(拡大床),"120,000",キレイラインキッズ,"165,000",,,,,土日も診てもらえるから通いやすい！,マウスピース矯正にも対応している,人気のマウスピース矯正が選択できます。マウスピースは取り外せるため、歯列矯正を始めても変わらずに食事を楽しみたい患者さんに向いているでしょう。マルチブラケット装置(従来の銀色の矯正装置)と併用する治療もできます。,歯科矯正以外の治療も受けられる,矯正専門クリニックではないため、歯並びや噛み合わせ以外の悩みも相談しやすいです。また、メディケア歯科クリニック 茅ヶ崎は予防歯科にも力を入れているので矯正中のクリーニングも任せられるのもメリットのひとつでしょう。,JR茅ヶ崎駅から徒歩5分で通いやすい,JR茅ヶ崎駅から徒歩4分なので、学校や仕事帰りにも寄りやすいです。また、土日も通常通りの19:30まで診療しているため、通院のしやすさが大きなメリットでしょう。また、土日でも院長不在日がほとんどないです。,,最近通い始めまして、治療内容の説明がとても丁寧でわかりやすかったです。,Googleマップ,https://g.co/kgs/bLhRX6,個室だし、治療内容等もわかりやすく説明した上で治療するので、とても良いと思います。,EPARK歯科,https://haisha-yoyaku.jp/bun2sdental/detail/index/id/z200000819/tab/7/,https://www.medicare-dental.com/img/clinic/022.jpg,https://www.medicare-dental.com/img/clinic/023.jpg,https://www.medicare-dental.com/img/clinic/025.jpg,https://www.medicare-dental.com/img/top/slide_img06.jpg,https://www.medicare-dental.com/img/doctor/002.jpg,小菅健裕,はじめまして、院長の小菅です。口腔外科の知識・技術と都市郊外歯科医院での急患対応・土日祝日診療の日々が、私の歯科医師人生の基礎となっております。患者様の「あったらいいな」に対応し、地域医療に貢献できればと思いますので茅ヶ崎市の皆様、よろしくお願い致します。,https://www.medicare-dental.com/doctor.html,あり,あり,あり,不明,不明,不明,JR茅ヶ崎駅北口 徒歩5分,記載なし,10:00～13:00,15:30～19:30,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,,ChIJhbaT4GVTGGARFlF-joUsYBY,,medicare_chigasaki,medikea-shika-clinic-chigasaki,kosugetakeshihiroshi,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='218']
<!-- /wp:shortcode -->",あり,あり,あり
1,コレクトデンタルクリニック 茅ヶ崎,https://tokyoplusdental-chigasaki.jp/,茅ヶ崎,,,"880,000","22,000〜",,ホワイトライン,"1回　220,000",,,,,,,お試しまである！自分に合った矯正プランを選べる矯正歯科,自分に合ったマウスピース矯正が選べる,コレクトデンタルクリニック 茅ヶ崎では、ホワイトライン・インビザライン・キレイラインの3種類のマウスピース矯正を取り扱っています。異なった特徴を持つマウスピース矯正が揃っているため、自分の歯並びや希望条件に合ったマウスピース矯正を選べます。,お試しから無制限まで幅広いプランがある,マウスピース矯正の料金プランに「ホワイトプランお試し1回」というものがあります。マウスピース矯正を試したいけれど不安を抱えている方にも気軽に試しやすいプランです。また、都度プランや無制限プランもあるため、無理なく希望にあった料金プランで通院できます。,審美性にこだわった歯を目指せるクリニック,矯正治療に力を入れているだけではなく、幅広い審美歯科の治療も揃っています。ホワイトニングやセラミックの詰め物、インプラントなども矯正施術と併せて検討することが可能です。歯科治療から矯正、審美治療までワンストップで通院ができます。,,診察室・待合室も明るく雰囲気がよくて、安心・リラックスしながら過ごすことができています。,EPARK歯科,https://haisha-yoyaku.jp/bun2sdental/detail/index/id/1432401321/tab/7/,2年半くらい通っていますがスタッフの方も優しく丁寧で、とても通いやすい雰囲気です。,Googleマップ,https://g.co/kgs/AQo7Yp,https://bucket-med-dmr-prod-public.s3.amazonaws.com/clinics/16/16_main_64ffc8b0799b7.jpg,https://as.chizumaru.com/imagesData/invisalignjapan/102299_01-2.jpg,https://haisha-yoyaku.jp/images/material/N_x5950258_018.jpg,https://haisha-yoyaku.jp/images/material/N_x5950258_017.jpg,,,,,あり,あり,あり,不明,不明,不明,茅ヶ崎駅 徒歩5分,記載なし,9:00～12:30,14:30～19:00,●,●,●,●,●,●,ー,ー,●,●,★,★,ー,ー,ー,ー,★：9:00〜15:00,ChIJRwn3PWJSGGARxfh-xPDHxLk,,,toukyoupurasushikakyouseishikachigasakiin,inchoujouhougamitsukarimasendeshita,"<!-- wp:shortcode -->
[show_clinic_db table_id='1' row_id='219']
<!-- /wp:shortcode -->",,,あり
